		आङ्ग्ले	संस्कृते	सङ्ख्या (प्रातिपदिकम्)	पुंलिङ्गम्	स्त्रीलिङ्गम्	नपुंसकलिङ्गम्	सङ्ख्यानम् (प्रातिपदिकम्)	सङ्ख्यानम् (पुंलिङ्गम्)	सङ्ख्यानम् (स्त्रीलिङ्गम्)	सङ्ख्यानम् (नपुंसकलिङ्गम्)	सङ्ख्यानम्-तम (प्रातिपदिकम्)	सङ्ख्यानम्-तम (पुंलिङ्गम्)	सङ्ख्यानम्-तम (स्त्रीलिङ्गम्)	सङ्ख्यानम्-तम (नपुंसकलिङ्गम्)			
*	933*	933	933	त्रयस्त्रिंशत्यधिकनवशत			त्रयस्त्रिंशत्यधिकनवशतम्					त्रयस्त्रिंशत्यधिकनवशततम	त्रयस्त्रिंशत्यधिकनवशततमः	त्रयस्त्रिंशत्यधिकनवशततमी	त्रयस्त्रिंशत्यधिकनवशततमम्			
	934	934	934	चतुस्त्रिंशत्यधिकनवशत			चतुस्त्रिंशत्यधिकनवशतम्					चतुस्त्रिंशत्यधिकनवशततम	चतुस्त्रिंशत्यधिकनवशततमः	चतुस्त्रिंशत्यधिकनवशततमी	चतुस्त्रिंशत्यधिकनवशततमम्			
	935	935	935	पञ्चत्रिंशत्यधिकनवशत			पञ्चत्रिंशत्यधिकनवशतम्					पञ्चत्रिंशत्यधिकनवशततम	पञ्चत्रिंशत्यधिकनवशततमः	पञ्चत्रिंशत्यधिकनवशततमी	पञ्चत्रिंशत्यधिकनवशततमम्			
	936	936	936	षट्त्रिंशत्यधिकनवशत			षट्त्रिंशत्यधिकनवशतम्					षट्त्रिंशत्यधिकनवशततम	षट्त्रिंशत्यधिकनवशततमः	षट्त्रिंशत्यधिकनवशततमी	षट्त्रिंशत्यधिकनवशततमम्			
	937	937	937	सप्तत्रिंशत्यधिकनवशत			सप्तत्रिंशत्यधिकनवशतम्					सप्तत्रिंशत्यधिकनवशततम	सप्तत्रिंशत्यधिकनवशततमः	सप्तत्रिंशत्यधिकनवशततमी	सप्तत्रिंशत्यधिकनवशततमम्			
*	938*	938	938	अष्टात्रिंशत्यधिकनवशत			अष्टात्रिंशत्यधिकनवशतम्					अष्टात्रिंशत्यधिकनवशततम	अष्टात्रिंशत्यधिकनवशततमः	अष्टात्रिंशत्यधिकनवशततमी	अष्टात्रिंशत्यधिकनवशततमम्			
*	939*	939	939	ऊन/एकोन/एकान्न/एकाद्नचत्वारिंशत्यधिकनवशत			ऊन/एकोन/एकान्न/एकाद्नचत्वारिंशत्यधिकनवशतम्					ऊन/एकोन/एकान्न/एकाद्नचत्वारिंशत्यधिकनवशततम	ऊन/एकोन/एकान्न/एकाद्नचत्वारिंशत्यधिकनवशततमः	ऊन/एकोन/एकान्न/एकाद्नचत्वारिंशत्यधिकनवशततमी	ऊन/एकोन/एकान्न/एकाद्नचत्वारिंशत्यधिकनवशततमम्			
	940	940	940	चत्वारिंशत्यधिकनवशत			चत्वारिंशत्यधिकनवशतम्					चत्वारिंशत्यधिकनवशततम	चत्वारिंशत्यधिकनवशततमः	चत्वारिंशत्यधिकनवशततमी	चत्वारिंशत्यधिकनवशततमम्			
	941	941	941	एकचत्वारिंशत्यधिकनवशत			एकचत्वारिंशत्यधिकनवशतम्					एकचत्वारिंशत्यधिकनवशततम	एकचत्वारिंशत्यधिकनवशततमः	एकचत्वारिंशत्यधिकनवशततमी	एकचत्वारिंशत्यधिकनवशततमम्			
*	942*	942	942	द्वि/द्वाचत्वारिंशत्यधिकनवशत			द्वि/द्वाचत्वारिंशत्यधिकनवशतम्					द्वि/द्वाचत्वारिंशत्यधिकनवशततम	द्वि/द्वाचत्वारिंशत्यधिकनवशततमः	द्वि/द्वाचत्वारिंशत्यधिकनवशततमी	द्वि/द्वाचत्वारिंशत्यधिकनवशततमम्			
*	943*	943	943	त्रि/त्रयश्चत्वारिंशत्यधिकनवशत			त्रि/त्रयश्चत्वारिंशत्यधिकनवशतम्					त्रि/त्रयश्चत्वारिंशत्यधिकनवशततम	त्रि/त्रयश्चत्वारिंशत्यधिकनवशततमः	त्रि/त्रयश्चत्वारिंशत्यधिकनवशततमी	त्रि/त्रयश्चत्वारिंशत्यधिकनवशततमम्			
